carrier_name,distance_km,transit_days_expected,traffic_congestion,weather_impact_score,order_priority,is_delayed
UPS Supply Chain Solutions,3387.9,7,MEDIUM,0.26,MEDIUM,0
Maersk Intermodal,527.6,2,LOW,0.13,URGENT,0
Maersk Intermodal,1604.4,4,MEDIUM,0.86,HIGH,0
Maersk Intermodal,3735.4,8,LOW,0.41,LOW,0
Maersk Intermodal,3452.7,6,HIGH,0.43,MEDIUM,1
FedEx Freight,822.8,2,LOW,0.07,HIGH,0
Maersk Intermodal,3644.2,7,HIGH,0.66,LOW,1
UPS Supply Chain Solutions,316.3,1,LOW,0.22,HIGH,0
DHL Express Global,2794.2,5,HIGH,0.82,HIGH,1
FedEx Freight,1403.6,3,HIGH,0.5,URGENT,0
UPS Supply Chain Solutions,2673.6,5,MEDIUM,0.05,LOW,1
Maersk Intermodal,1157.4,3,MEDIUM,0.49,HIGH,0
Maersk Intermodal,689.1,3,HIGH,0.24,URGENT,0
UPS Supply Chain Solutions,2891.8,6,MEDIUM,0.14,HIGH,0
UPS Supply Chain Solutions,2951.4,6,HIGH,0.52,URGENT,1
UPS Supply Chain Solutions,2377.5,4,LOW,0.7,LOW,0
DHL Express Global,773.3,2,MEDIUM,0.85,LOW,1
DHL Express Global,479.1,1,LOW,0.72,HIGH,1
Maersk Intermodal,961.2,3,HIGH,0.3,LOW,0
Maersk Intermodal,1438.3,4,LOW,0.01,HIGH,0
Maersk Intermodal,1469.3,3,MEDIUM,0.7,LOW,1
DHL Express Global,1892.2,4,LOW,0.93,URGENT,0
Maersk Intermodal,1027.1,2,LOW,0.26,MEDIUM,0
UPS Supply Chain Solutions,628.4,2,MEDIUM,0.22,HIGH,0
UPS Supply Chain Solutions,1836.8,4,MEDIUM,0.16,LOW,1
UPS Supply Chain Solutions,834.6,3,MEDIUM,0.92,LOW,1
FedEx Freight,2799.0,6,LOW,0.75,URGENT,1
FedEx Freight,2601.7,6,HIGH,0.8,URGENT,1
FedEx Freight,3209.8,7,LOW,0.37,MEDIUM,1
DHL Express Global,3260.9,7,LOW,0.96,LOW,1
DHL Express Global,2483.0,6,LOW,0.4,HIGH,0
UPS Supply Chain Solutions,3250.2,7,MEDIUM,0.53,HIGH,0
DHL Express Global,2439.2,5,LOW,0.78,MEDIUM,1
FedEx Freight,1364.3,3,HIGH,0.22,MEDIUM,1
Maersk Intermodal,3614.6,8,HIGH,0.74,LOW,1
Maersk Intermodal,1291.7,4,LOW,0.11,URGENT,1
Maersk Intermodal,1937.1,4,HIGH,0.03,HIGH,0
DHL Express Global,3284.7,6,MEDIUM,0.86,URGENT,1
Maersk Intermodal,2901.6,5,MEDIUM,0.68,URGENT,0
FedEx Freight,1475.8,3,LOW,0.82,LOW,1
Maersk Intermodal,3186.9,7,LOW,0.36,LOW,1
Maersk Intermodal,1007.2,2,LOW,0.25,HIGH,0
UPS Supply Chain Solutions,3096.0,6,MEDIUM,0.58,MEDIUM,1
DHL Express Global,866.3,2,LOW,0.5,HIGH,0
Maersk Intermodal,2456.7,6,MEDIUM,0.33,MEDIUM,1
UPS Supply Chain Solutions,2543.3,5,MEDIUM,0.5,HIGH,0
DHL Express Global,3782.6,7,MEDIUM,0.91,MEDIUM,1
FedEx Freight,1929.3,5,LOW,0.55,HIGH,0
UPS Supply Chain Solutions,3001.4,7,MEDIUM,0.77,LOW,1
FedEx Freight,2366.9,4,LOW,0.43,MEDIUM,1
FedEx Freight,3057.0,6,MEDIUM,0.04,LOW,0
Maersk Intermodal,3080.8,7,MEDIUM,0.57,MEDIUM,1
Maersk Intermodal,1023.8,3,HIGH,0.09,MEDIUM,1
Maersk Intermodal,1468.4,3,MEDIUM,0.89,URGENT,0
UPS Supply Chain Solutions,3572.1,6,LOW,0.39,URGENT,0
DHL Express Global,2200.2,5,LOW,0.58,LOW,1
DHL Express Global,3359.4,7,LOW,0.65,HIGH,1
Maersk Intermodal,960.5,2,HIGH,0.99,URGENT,1
Maersk Intermodal,3154.4,7,MEDIUM,0.57,URGENT,1
Maersk Intermodal,1786.4,4,LOW,0.13,URGENT,0
UPS Supply Chain Solutions,3638.7,8,MEDIUM,0.46,URGENT,0
DHL Express Global,1909.5,4,HIGH,0.88,LOW,1
UPS Supply Chain Solutions,2173.9,4,MEDIUM,0.33,MEDIUM,0
DHL Express Global,2845.1,6,HIGH,0.25,URGENT,0
FedEx Freight,3387.5,6,MEDIUM,0.01,LOW,0
UPS Supply Chain Solutions,3452.4,7,MEDIUM,0.98,HIGH,1
FedEx Freight,1880.1,4,MEDIUM,0.03,HIGH,0
FedEx Freight,3617.5,7,LOW,0.58,URGENT,0
DHL Express Global,2910.3,6,MEDIUM,0.6,HIGH,1
Maersk Intermodal,2231.2,4,LOW,0.7,URGENT,1
DHL Express Global,3483.2,6,MEDIUM,0.67,MEDIUM,1
UPS Supply Chain Solutions,2383.7,4,MEDIUM,0.33,MEDIUM,0
FedEx Freight,1525.6,4,LOW,0.27,MEDIUM,0
Maersk Intermodal,3351.0,7,MEDIUM,0.3,URGENT,0
FedEx Freight,2322.4,4,HIGH,0.67,HIGH,1
Maersk Intermodal,2030.0,4,LOW,0.44,HIGH,1
Maersk Intermodal,2096.9,4,MEDIUM,0.65,LOW,0
FedEx Freight,2714.7,5,MEDIUM,0.35,LOW,1
FedEx Freight,3781.4,7,HIGH,0.57,LOW,1
Maersk Intermodal,979.8,2,MEDIUM,0.49,HIGH,0
DHL Express Global,1740.0,4,MEDIUM,0.4,MEDIUM,1
Maersk Intermodal,3448.2,7,HIGH,0.03,MEDIUM,0
FedEx Freight,633.1,3,LOW,0.51,URGENT,0
UPS Supply Chain Solutions,2539.3,5,MEDIUM,0.5,MEDIUM,1
Maersk Intermodal,3436.0,6,MEDIUM,0.52,LOW,1
UPS Supply Chain Solutions,473.2,2,HIGH,0.64,HIGH,0
DHL Express Global,969.7,3,LOW,0.41,MEDIUM,1
DHL Express Global,1654.5,3,MEDIUM,0.25,HIGH,0
Maersk Intermodal,1552.9,3,LOW,0.92,URGENT,1
FedEx Freight,1283.3,3,HIGH,0.12,HIGH,1
UPS Supply Chain Solutions,2582.4,5,LOW,0.97,HIGH,1
DHL Express Global,597.6,1,HIGH,0.53,LOW,0
FedEx Freight,1096.1,3,MEDIUM,0.85,MEDIUM,1
FedEx Freight,3017.1,6,LOW,0.76,URGENT,0
UPS Supply Chain Solutions,2688.0,5,LOW,0.89,URGENT,0
FedEx Freight,2553.9,6,LOW,0.29,MEDIUM,0
DHL Express Global,1768.3,4,LOW,0.74,URGENT,0
UPS Supply Chain Solutions,978.9,3,MEDIUM,0.2,URGENT,0
DHL Express Global,307.3,2,HIGH,0.45,URGENT,1
UPS Supply Chain Solutions,1955.3,5,MEDIUM,0.57,URGENT,1
UPS Supply Chain Solutions,2778.7,5,HIGH,0.26,URGENT,1
DHL Express Global,3735.3,8,MEDIUM,0.41,MEDIUM,1
DHL Express Global,315.3,1,MEDIUM,0.98,LOW,0
Maersk Intermodal,2872.3,5,LOW,0.92,URGENT,1
Maersk Intermodal,3443.9,7,LOW,0.97,MEDIUM,1
FedEx Freight,1254.5,4,LOW,0.17,MEDIUM,0
Maersk Intermodal,1936.8,4,MEDIUM,0.39,MEDIUM,1
DHL Express Global,2824.3,6,MEDIUM,0.77,MEDIUM,1
FedEx Freight,3533.5,6,MEDIUM,0.71,MEDIUM,0
Maersk Intermodal,893.1,2,MEDIUM,0.14,MEDIUM,1
DHL Express Global,1227.4,4,MEDIUM,0.95,URGENT,0
UPS Supply Chain Solutions,2999.0,6,MEDIUM,0.34,HIGH,1
FedEx Freight,1539.5,4,LOW,0.18,URGENT,0
DHL Express Global,1730.3,3,MEDIUM,0.36,MEDIUM,0
FedEx Freight,930.2,3,LOW,0.08,URGENT,1
FedEx Freight,2674.0,6,HIGH,0.6,LOW,1
Maersk Intermodal,3741.5,8,LOW,0.73,URGENT,1
DHL Express Global,3595.4,6,MEDIUM,0.28,URGENT,1
DHL Express Global,3391.2,7,HIGH,0.64,HIGH,1
FedEx Freight,3735.8,8,LOW,0.89,HIGH,0
DHL Express Global,2129.8,5,MEDIUM,0.53,HIGH,0
UPS Supply Chain Solutions,944.8,2,LOW,0.13,MEDIUM,0
DHL Express Global,1893.8,4,LOW,0.3,URGENT,0
UPS Supply Chain Solutions,3174.5,7,LOW,0.79,MEDIUM,0
Maersk Intermodal,1127.4,3,MEDIUM,0.72,LOW,1
UPS Supply Chain Solutions,1856.0,5,MEDIUM,0.83,MEDIUM,1
FedEx Freight,3795.4,7,MEDIUM,0.73,LOW,1
FedEx Freight,1876.9,4,MEDIUM,0.99,MEDIUM,0
Maersk Intermodal,2692.9,5,MEDIUM,0.14,LOW,0
UPS Supply Chain Solutions,2281.7,5,LOW,0.87,HIGH,0
UPS Supply Chain Solutions,2967.7,5,MEDIUM,0.05,URGENT,0
FedEx Freight,726.5,3,MEDIUM,0.25,HIGH,0
DHL Express Global,3350.6,7,HIGH,0.45,LOW,1
FedEx Freight,1575.1,4,HIGH,0.3,LOW,1
DHL Express Global,2031.3,5,MEDIUM,0.75,LOW,1
FedEx Freight,3622.6,7,MEDIUM,0.48,HIGH,1
DHL Express Global,3501.4,6,MEDIUM,0.22,URGENT,0
Maersk Intermodal,3268.8,7,HIGH,0.86,URGENT,1
DHL Express Global,2444.3,5,MEDIUM,0.14,URGENT,0
FedEx Freight,1811.2,4,HIGH,0.04,LOW,0
DHL Express Global,1710.8,3,MEDIUM,0.52,HIGH,0
UPS Supply Chain Solutions,1589.4,4,MEDIUM,0.66,URGENT,1
DHL Express Global,3769.8,7,LOW,0.83,URGENT,1
DHL Express Global,1852.6,4,LOW,0.41,HIGH,0
Maersk Intermodal,2397.2,5,MEDIUM,0.34,HIGH,0
Maersk Intermodal,3462.7,7,MEDIUM,0.74,URGENT,1
Maersk Intermodal,3202.0,6,MEDIUM,0.08,LOW,0
FedEx Freight,1216.2,4,MEDIUM,0.72,HIGH,1
Maersk Intermodal,2874.1,6,HIGH,0.96,LOW,1
FedEx Freight,349.7,2,MEDIUM,0.22,HIGH,0
Maersk Intermodal,3705.3,8,HIGH,0.18,URGENT,0
UPS Supply Chain Solutions,2281.9,5,MEDIUM,0.03,MEDIUM,0
DHL Express Global,348.2,1,MEDIUM,0.49,LOW,1
DHL Express Global,2668.7,6,HIGH,0.69,HIGH,0
DHL Express Global,2535.5,5,MEDIUM,0.6,HIGH,0
UPS Supply Chain Solutions,2426.0,5,LOW,0.65,MEDIUM,0
Maersk Intermodal,2671.0,6,MEDIUM,0.92,HIGH,1
DHL Express Global,2980.6,6,HIGH,0.74,URGENT,0
DHL Express Global,608.5,2,LOW,0.58,LOW,0
FedEx Freight,1752.4,3,HIGH,0.06,LOW,0
Maersk Intermodal,436.7,2,LOW,0.46,HIGH,0
UPS Supply Chain Solutions,1647.0,3,MEDIUM,0.29,URGENT,0
FedEx Freight,344.5,1,LOW,0.75,URGENT,0
DHL Express Global,2759.6,6,MEDIUM,0.45,URGENT,0
UPS Supply Chain Solutions,742.8,3,HIGH,0.57,MEDIUM,0
Maersk Intermodal,2573.4,6,MEDIUM,0.72,MEDIUM,0
DHL Express Global,2795.2,5,MEDIUM,0.18,URGENT,1
FedEx Freight,3333.7,7,MEDIUM,0.05,HIGH,1
Maersk Intermodal,2171.3,5,HIGH,0.91,LOW,1
Maersk Intermodal,2021.4,5,MEDIUM,0.88,LOW,0
UPS Supply Chain Solutions,1899.6,4,HIGH,0.28,URGENT,0
UPS Supply Chain Solutions,3783.5,7,LOW,0.44,HIGH,1
DHL Express Global,1851.9,4,LOW,0.22,HIGH,0
DHL Express Global,2063.3,5,LOW,0.24,URGENT,1
UPS Supply Chain Solutions,2126.2,4,MEDIUM,0.36,MEDIUM,0
DHL Express Global,443.1,2,MEDIUM,0.24,LOW,0
DHL Express Global,1179.4,2,MEDIUM,0.34,MEDIUM,0
Maersk Intermodal,2060.7,5,LOW,0.89,LOW,1
DHL Express Global,1718.7,3,HIGH,0.37,URGENT,1
DHL Express Global,2203.8,4,LOW,0.04,URGENT,0
Maersk Intermodal,1488.0,3,MEDIUM,1.0,URGENT,1
FedEx Freight,844.3,2,LOW,0.51,HIGH,0
FedEx Freight,3735.3,8,HIGH,0.57,MEDIUM,1
FedEx Freight,2154.5,5,MEDIUM,0.66,URGENT,0
Maersk Intermodal,2510.2,5,HIGH,0.87,MEDIUM,1
UPS Supply Chain Solutions,2786.6,6,MEDIUM,0.55,HIGH,1
FedEx Freight,2364.1,4,LOW,0.63,LOW,1
DHL Express Global,3602.8,8,HIGH,0.69,URGENT,1
Maersk Intermodal,2882.8,6,MEDIUM,0.52,HIGH,0
UPS Supply Chain Solutions,3659.8,8,LOW,0.34,LOW,0
UPS Supply Chain Solutions,2093.1,4,LOW,0.16,LOW,1
UPS Supply Chain Solutions,1862.2,5,LOW,0.19,URGENT,0
FedEx Freight,2436.7,6,LOW,0.43,HIGH,0
FedEx Freight,2882.9,6,MEDIUM,0.93,LOW,1
FedEx Freight,542.5,1,HIGH,0.4,LOW,1
FedEx Freight,3208.7,7,LOW,0.89,URGENT,1
Maersk Intermodal,589.6,2,HIGH,0.2,URGENT,0
UPS Supply Chain Solutions,2692.2,6,LOW,0.56,MEDIUM,1
DHL Express Global,1090.5,3,LOW,0.09,MEDIUM,0
Maersk Intermodal,1465.3,3,HIGH,0.9,HIGH,1
DHL Express Global,2932.2,6,HIGH,0.56,HIGH,1
DHL Express Global,3222.8,6,MEDIUM,0.73,URGENT,1
Maersk Intermodal,504.8,1,MEDIUM,0.51,LOW,1
DHL Express Global,3737.8,8,MEDIUM,0.6,URGENT,1
DHL Express Global,372.7,1,LOW,0.31,LOW,0
UPS Supply Chain Solutions,1766.7,4,MEDIUM,0.78,URGENT,0
FedEx Freight,3133.1,6,MEDIUM,0.45,LOW,0
UPS Supply Chain Solutions,2279.1,5,MEDIUM,0.1,HIGH,0
UPS Supply Chain Solutions,1724.4,3,MEDIUM,0.28,MEDIUM,0
UPS Supply Chain Solutions,1408.4,4,HIGH,0.53,HIGH,1
FedEx Freight,3630.4,8,MEDIUM,0.81,MEDIUM,1
FedEx Freight,1809.1,4,MEDIUM,0.24,URGENT,0
Maersk Intermodal,1870.6,4,MEDIUM,0.37,URGENT,0
FedEx Freight,1606.7,4,MEDIUM,0.6,LOW,0
DHL Express Global,737.1,3,LOW,0.31,MEDIUM,0
FedEx Freight,776.1,2,LOW,0.43,MEDIUM,1
FedEx Freight,365.0,1,LOW,0.15,LOW,0
DHL Express Global,1994.4,5,MEDIUM,0.46,HIGH,0
UPS Supply Chain Solutions,1632.3,3,HIGH,0.17,LOW,1
FedEx Freight,1607.6,3,MEDIUM,0.69,HIGH,1
FedEx Freight,2697.0,5,LOW,0.67,MEDIUM,0
FedEx Freight,936.4,3,MEDIUM,0.08,URGENT,0
UPS Supply Chain Solutions,725.0,3,MEDIUM,0.99,URGENT,1
Maersk Intermodal,1900.5,4,HIGH,0.21,MEDIUM,0
UPS Supply Chain Solutions,2027.5,4,HIGH,0.33,MEDIUM,1
UPS Supply Chain Solutions,1145.9,3,MEDIUM,0.5,LOW,1
DHL Express Global,1829.6,4,LOW,0.42,LOW,0
DHL Express Global,1178.7,2,MEDIUM,0.37,URGENT,0
Maersk Intermodal,3413.6,7,LOW,0.08,URGENT,0
DHL Express Global,3742.1,7,LOW,0.05,URGENT,0
DHL Express Global,1761.6,4,LOW,0.37,MEDIUM,0
FedEx Freight,1496.3,3,HIGH,0.29,MEDIUM,1
Maersk Intermodal,1680.9,4,LOW,0.06,HIGH,0
UPS Supply Chain Solutions,1791.3,4,HIGH,0.71,MEDIUM,1
FedEx Freight,2114.8,4,HIGH,0.61,LOW,1
Maersk Intermodal,1007.3,2,MEDIUM,0.58,LOW,0
UPS Supply Chain Solutions,3426.7,6,MEDIUM,0.17,URGENT,0
UPS Supply Chain Solutions,2387.2,4,HIGH,0.75,HIGH,1
DHL Express Global,1498.9,4,LOW,0.75,LOW,0
DHL Express Global,2246.8,5,MEDIUM,0.02,LOW,1
Maersk Intermodal,986.1,3,MEDIUM,0.44,LOW,0
Maersk Intermodal,740.6,2,HIGH,0.36,URGENT,0
DHL Express Global,1688.0,4,HIGH,0.68,MEDIUM,1
Maersk Intermodal,3578.0,7,HIGH,0.68,MEDIUM,0
FedEx Freight,2203.3,5,HIGH,0.23,URGENT,1
Maersk Intermodal,1697.0,3,HIGH,0.99,MEDIUM,1
DHL Express Global,3306.6,7,LOW,0.59,LOW,1
Maersk Intermodal,1549.6,3,MEDIUM,0.24,HIGH,1
Maersk Intermodal,1256.6,3,LOW,0.58,HIGH,0
FedEx Freight,711.6,2,HIGH,0.21,LOW,0
Maersk Intermodal,2843.0,6,LOW,0.08,HIGH,0
Maersk Intermodal,1879.8,4,MEDIUM,0.43,LOW,1
UPS Supply Chain Solutions,786.2,2,MEDIUM,0.95,URGENT,0
Maersk Intermodal,865.4,2,LOW,0.6,HIGH,0
FedEx Freight,2916.9,5,HIGH,0.05,HIGH,1
UPS Supply Chain Solutions,3102.7,7,LOW,0.74,URGENT,1
FedEx Freight,3510.9,7,MEDIUM,0.51,HIGH,1
DHL Express Global,3113.2,7,MEDIUM,0.32,LOW,1
UPS Supply Chain Solutions,3046.7,6,HIGH,0.09,LOW,1
UPS Supply Chain Solutions,1257.7,3,LOW,0.22,HIGH,1
UPS Supply Chain Solutions,1486.4,3,MEDIUM,0.06,MEDIUM,1
UPS Supply Chain Solutions,2368.7,5,LOW,0.91,MEDIUM,0
DHL Express Global,2939.7,5,LOW,0.28,MEDIUM,1
FedEx Freight,2694.5,6,MEDIUM,0.17,MEDIUM,1
FedEx Freight,3723.3,8,LOW,0.11,LOW,1
UPS Supply Chain Solutions,1110.0,2,MEDIUM,0.52,HIGH,0
DHL Express Global,2420.2,5,MEDIUM,0.6,LOW,0
UPS Supply Chain Solutions,3749.0,7,MEDIUM,0.19,HIGH,1
UPS Supply Chain Solutions,873.0,2,MEDIUM,0.27,URGENT,0
UPS Supply Chain Solutions,1568.3,4,HIGH,0.55,HIGH,1
DHL Express Global,3340.0,7,HIGH,0.07,URGENT,1
FedEx Freight,2168.3,5,HIGH,0.33,URGENT,0
FedEx Freight,1790.4,3,MEDIUM,0.34,URGENT,0
UPS Supply Chain Solutions,970.1,2,MEDIUM,0.9,MEDIUM,1
Maersk Intermodal,1362.9,4,LOW,1.0,MEDIUM,1
DHL Express Global,1045.3,2,MEDIUM,0.74,LOW,0
Maersk Intermodal,2783.5,5,LOW,0.66,URGENT,1
Maersk Intermodal,1007.5,2,HIGH,0.74,HIGH,1
DHL Express Global,1146.0,3,MEDIUM,0.96,LOW,0
Maersk Intermodal,694.4,3,LOW,0.02,LOW,0
UPS Supply Chain Solutions,3049.1,7,LOW,0.56,LOW,1
FedEx Freight,2792.1,6,LOW,0.89,MEDIUM,1
DHL Express Global,2932.2,6,LOW,0.51,HIGH,0
FedEx Freight,1212.5,3,MEDIUM,0.91,LOW,0
UPS Supply Chain Solutions,2303.7,4,HIGH,0.66,MEDIUM,1
DHL Express Global,3706.1,8,MEDIUM,0.44,HIGH,1
Maersk Intermodal,3005.6,7,HIGH,0.34,URGENT,1
DHL Express Global,676.3,2,MEDIUM,0.15,URGENT,1
UPS Supply Chain Solutions,3097.5,7,LOW,0.2,URGENT,0
Maersk Intermodal,1300.9,4,MEDIUM,0.24,HIGH,1
Maersk Intermodal,2137.1,5,LOW,0.29,MEDIUM,0
UPS Supply Chain Solutions,3604.2,8,MEDIUM,0.41,MEDIUM,1
Maersk Intermodal,1775.5,3,HIGH,0.86,URGENT,0
Maersk Intermodal,2525.6,6,LOW,0.63,MEDIUM,0
DHL Express Global,3199.9,6,HIGH,0.99,HIGH,1
Maersk Intermodal,2860.1,6,MEDIUM,0.59,HIGH,1
Maersk Intermodal,573.4,1,MEDIUM,0.41,MEDIUM,0
FedEx Freight,3420.5,7,LOW,0.7,HIGH,0
UPS Supply Chain Solutions,2639.3,5,HIGH,0.19,LOW,1
DHL Express Global,3469.1,7,LOW,0.18,HIGH,0
DHL Express Global,3116.4,6,HIGH,0.66,HIGH,1
UPS Supply Chain Solutions,2521.9,5,LOW,0.49,MEDIUM,0
UPS Supply Chain Solutions,495.6,1,HIGH,0.86,URGENT,1
Maersk Intermodal,1589.9,3,LOW,0.3,URGENT,0
Maersk Intermodal,2661.6,5,MEDIUM,0.53,HIGH,1
FedEx Freight,1923.6,4,HIGH,0.99,HIGH,1
Maersk Intermodal,823.6,3,MEDIUM,0.58,MEDIUM,1
Maersk Intermodal,3469.4,7,HIGH,0.67,HIGH,0
DHL Express Global,2039.8,5,LOW,0.53,LOW,0
DHL Express Global,2875.9,5,MEDIUM,0.64,MEDIUM,1
Maersk Intermodal,3120.8,7,MEDIUM,0.24,HIGH,0
Maersk Intermodal,2150.4,4,MEDIUM,0.15,URGENT,0
DHL Express Global,3040.5,6,HIGH,0.53,HIGH,1
UPS Supply Chain Solutions,1383.3,3,LOW,0.83,HIGH,1
FedEx Freight,1838.0,5,MEDIUM,0.12,URGENT,0
FedEx Freight,578.7,1,MEDIUM,0.42,URGENT,1
FedEx Freight,2174.3,5,MEDIUM,0.24,LOW,0
Maersk Intermodal,1602.1,4,LOW,0.12,MEDIUM,0
UPS Supply Chain Solutions,1333.2,3,LOW,0.18,HIGH,0
UPS Supply Chain Solutions,847.1,2,MEDIUM,0.23,MEDIUM,1
DHL Express Global,3217.9,7,LOW,0.7,LOW,1
DHL Express Global,1190.7,3,HIGH,0.57,HIGH,1
FedEx Freight,3330.2,6,HIGH,0.63,URGENT,1
DHL Express Global,1453.9,3,MEDIUM,0.33,URGENT,0
UPS Supply Chain Solutions,2377.2,5,MEDIUM,0.14,HIGH,1
Maersk Intermodal,2589.8,5,LOW,0.23,LOW,0
FedEx Freight,1094.0,2,MEDIUM,0.75,LOW,1
FedEx Freight,3315.2,7,MEDIUM,0.81,URGENT,1
UPS Supply Chain Solutions,1440.8,3,HIGH,0.44,HIGH,0
Maersk Intermodal,383.0,1,LOW,0.65,URGENT,0
Maersk Intermodal,2810.5,6,HIGH,0.45,LOW,0
FedEx Freight,1458.4,3,LOW,0.95,HIGH,1
FedEx Freight,3035.9,6,LOW,0.37,MEDIUM,0
UPS Supply Chain Solutions,2060.7,5,HIGH,0.24,LOW,1
UPS Supply Chain Solutions,2956.9,6,LOW,0.44,HIGH,0
Maersk Intermodal,2637.6,6,HIGH,0.35,LOW,0
UPS Supply Chain Solutions,2229.1,4,LOW,0.92,URGENT,1
Maersk Intermodal,2834.6,5,MEDIUM,0.39,LOW,1
Maersk Intermodal,2155.8,5,HIGH,0.08,LOW,0
UPS Supply Chain Solutions,1224.1,3,MEDIUM,0.83,MEDIUM,1
UPS Supply Chain Solutions,3742.0,7,HIGH,0.78,URGENT,1
Maersk Intermodal,3581.0,7,MEDIUM,0.0,HIGH,1
Maersk Intermodal,1756.7,4,LOW,0.34,HIGH,0
